model,LS,MAE,date,horizon,place,forecast_date
SEIRD_no_detection_rw,-1.5023,3.0000,2020-07-13,22.0000,NE,2020-06-21
SEIRD_no_detection_rw,-1.5023,742.5000,2020-07-13,22.0000,GA,2020-06-21
SEIRD_no_detection_rw,-1.5023,10.0000,2020-07-13,22.0000,SD,2020-06-21
SEIRD_no_detection_rw,-1.5023,86.5000,2020-07-13,22.0000,PA,2020-06-21
SEIRD_no_detection_rw,-1.5023,145.5000,2020-07-13,22.0000,WI,2020-06-21
SEIRD_no_detection_rw,-1.5023,253.0000,2020-07-13,22.0000,MS,2020-06-21
SEIRD_no_detection_rw,-1.5023,14.0000,2020-07-13,22.0000,CT,2020-06-21
SEIRD_no_detection_rw,-1.5023,8.0000,2020-07-13,22.0000,WY,2020-06-21
SEIRD_no_detection_rw,-1.5023,73.0000,2020-07-13,22.0000,UT,2020-06-21
SEIRD_no_detection_rw,-1.5023,1287.5000,2020-07-13,22.0000,CA,2020-06-21
SEIRD_no_detection_rw,-1.5023,109.0000,2020-07-13,22.0000,MA,2020-06-21
SEIRD_no_detection_rw,-1.5023,7.0000,2020-07-13,22.0000,NH,2020-06-21
SEIRD_no_detection_rw,-1.5023,66.0000,2020-07-13,22.0000,OR,2020-06-21
SEIRD_no_detection_rw,-1.5023,593.5000,2020-07-13,22.0000,SC,2020-06-21
SEIRD_no_detection_rw,-1.5023,18.0000,2020-07-13,22.0000,KS,2020-06-21
SEIRD_no_detection_rw,-1.5023,514.5000,2020-07-13,22.0000,OH,2020-06-21
SEIRD_no_detection_rw,-1.5023,81.0000,2020-07-13,22.0000,VA,2020-06-21
SEIRD_no_detection_rw,-1.5023,133.5000,2020-07-13,22.0000,AR,2020-06-21
SEIRD_no_detection_rw,-1.5023,5.0000,2020-07-13,22.0000,KY,2020-06-21
SEIRD_no_detection_rw,-1.5023,2.0000,2020-07-13,22.0000,ME,2020-06-21
SEIRD_no_detection_rw,-1.5023,209.5000,2020-07-13,22.0000,MI,2020-06-21
SEIRD_no_detection_rw,-1.5023,1.0000,2020-07-13,22.0000,AK,2020-06-21
SEIRD_no_detection_rw,-1.5023,12.0000,2020-07-13,22.0000,IL,2020-06-21
SEIRD_no_detection_rw,-1.5023,179.0000,2020-07-13,22.0000,IN,2020-06-21
SEIRD_no_detection_rw,-1.5023,388.0000,2020-07-13,22.0000,MO,2020-06-21
SEIRD_no_detection_rw,-1.5023,492.5000,2020-07-13,22.0000,NC,2020-06-21
SEIRD_no_detection_rw,-1.5023,1.0000,2020-07-13,22.0000,DC,2020-06-21
SEIRD_no_detection_rw,-1.5023,5.0000,2020-07-13,22.0000,ND,2020-06-21
SEIRD_no_detection_rw,-1.5023,4.0000,2020-07-13,22.0000,VT,2020-06-21
SEIRD_no_detection_rw,-1.5023,20.0000,2020-07-13,22.0000,ID,2020-06-21
SEIRD_no_detection_rw,-1.5023,403.0000,2020-07-13,22.0000,OK,2020-06-21
SEIRD_no_detection_rw,-1.5023,3423.5000,2020-07-13,22.0000,AZ,2020-06-21
SEIRD_no_detection_rw,-1.5023,106.0000,2020-07-13,22.0000,IA,2020-06-21
SEIRD_no_detection_rw,-1.5023,188.5000,2020-07-13,22.0000,NV,2020-06-21
SEIRD_no_detection_rw,-1.5023,6.0000,2020-07-13,22.0000,HI,2020-06-21
SEIRD_no_detection_rw,-1.5023,23.0000,2020-07-13,22.0000,MD,2020-06-21
SEIRD_no_detection_rw,-1.5023,202.0000,2020-07-13,22.0000,NY,2020-06-21
SEIRD_no_detection_rw,-1.5023,33.5000,2020-07-13,22.0000,TN,2020-06-21
SEIRD_no_detection_rw,-1.5023,89.5000,2020-07-13,22.0000,LA,2020-06-21
SEIRD_no_detection_rw,-1.5023,203.0000,2020-07-13,22.0000,WA,2020-06-21
SEIRD_no_detection_rw,-1.5023,20.0000,2020-07-13,22.0000,NM,2020-06-21
SEIRD_no_detection_rw,-1.5023,144.0000,2020-07-13,22.0000,CO,2020-06-21
SEIRD_no_detection_rw,-1.5023,185.0000,2020-07-13,22.0000,AL,2020-06-21
SEIRD_no_detection_rw,-1.5069,4423.0000,2020-07-14,23.0000,FL,2020-06-21
SEIRD_no_detection_rw,-1.5069,1677.0000,2020-07-14,23.0000,TX,2020-06-21
SEIRD_no_detection_rw,-1.5069,148.0000,2020-07-14,23.0000,MN,2020-06-21
SEIRD_no_detection_rw,-1.5069,261.0000,2020-07-14,23.0000,NJ,2020-06-21
SEIRD_no_detection_rw,-1.5069,26.0000,2020-07-14,23.0000,RI,2020-06-21
SEIRD_no_detection_rw,-1.5069,10.0000,2020-07-14,23.0000,MT,2020-06-21
SEIRD_no_detection_rw,-1.5069,18.0000,2020-07-14,23.0000,WV,2020-06-21
SEIRD_no_detection_rw,-1.5069,24.0000,2020-07-14,23.0000,DE,2020-06-21
SEIRD_no_detection_rw,-1.5069,6.0000,2020-07-14,23.0000,NE,2020-06-21
SEIRD_no_detection_rw,-1.5069,781.0000,2020-07-14,23.0000,GA,2020-06-21
SEIRD_no_detection_rw,-1.5069,9.0000,2020-07-14,23.0000,SD,2020-06-21
SEIRD_no_detection_rw,-1.5069,87.0000,2020-07-14,23.0000,PA,2020-06-21
SEIRD_no_detection_rw,-1.5069,152.0000,2020-07-14,23.0000,WI,2020-06-21
SEIRD_no_detection_rw,-1.5069,274.0000,2020-07-14,23.0000,MS,2020-06-21
SEIRD_no_detection_rw,-1.5069,16.0000,2020-07-14,23.0000,CT,2020-06-21
SEIRD_no_detection_rw,-1.5069,8.0000,2020-07-14,23.0000,WY,2020-06-21
SEIRD_no_detection_rw,-1.5069,72.0000,2020-07-14,23.0000,UT,2020-06-21
SEIRD_no_detection_rw,-1.5069,1323.5000,2020-07-14,23.0000,CA,2020-06-21
SEIRD_no_detection_rw,-1.5069,110.0000,2020-07-14,23.0000,MA,2020-06-21
SEIRD_no_detection_rw,-1.5069,7.0000,2020-07-14,23.0000,NH,2020-06-21
SEIRD_no_detection_rw,-1.5069,68.0000,2020-07-14,23.0000,OR,2020-06-21
SEIRD_no_detection_rw,-1.5069,654.5000,2020-07-14,23.0000,SC,2020-06-21
SEIRD_no_detection_rw,-1.5069,21.5000,2020-07-14,23.0000,KS,2020-06-21
SEIRD_no_detection_rw,-1.5069,561.0000,2020-07-14,23.0000,OH,2020-06-21
SEIRD_no_detection_rw,-1.5069,77.0000,2020-07-14,23.0000,VA,2020-06-21
SEIRD_no_detection_rw,-1.5069,138.5000,2020-07-14,23.0000,AR,2020-06-21
SEIRD_no_detection_rw,-1.5069,8.0000,2020-07-14,23.0000,KY,2020-06-21
SEIRD_no_detection_rw,-1.5069,3.0000,2020-07-14,23.0000,ME,2020-06-21
SEIRD_no_detection_rw,-1.5069,235.0000,2020-07-14,23.0000,MI,2020-06-21
SEIRD_no_detection_rw,-1.5069,0.0000,2020-07-14,23.0000,AK,2020-06-21
SEIRD_no_detection_rw,-1.5069,5.5000,2020-07-14,23.0000,IL,2020-06-21
SEIRD_no_detection_rw,-1.5069,184.0000,2020-07-14,23.0000,IN,2020-06-21
SEIRD_no_detection_rw,-1.5069,420.5000,2020-07-14,23.0000,MO,2020-06-21
SEIRD_no_detection_rw,-1.5069,499.5000,2020-07-14,23.0000,NC,2020-06-21
SEIRD_no_detection_rw,-1.5069,1.0000,2020-07-14,23.0000,DC,2020-06-21
SEIRD_no_detection_rw,-1.5069,4.0000,2020-07-14,23.0000,ND,2020-06-21
SEIRD_no_detection_rw,-1.5069,4.0000,2020-07-14,23.0000,VT,2020-06-21
SEIRD_no_detection_rw,-1.5069,22.0000,2020-07-14,23.0000,ID,2020-06-21
SEIRD_no_detection_rw,-1.5069,451.0000,2020-07-14,23.0000,OK,2020-06-21
SEIRD_no_detection_rw,-1.5069,3786.0000,2020-07-14,23.0000,AZ,2020-06-21
SEIRD_no_detection_rw,-1.5069,114.0000,2020-07-14,23.0000,IA,2020-06-21
SEIRD_no_detection_rw,-1.5069,191.5000,2020-07-14,23.0000,NV,2020-06-21
SEIRD_no_detection_rw,-1.5069,7.0000,2020-07-14,23.0000,HI,2020-06-21
SEIRD_no_detection_rw,-1.5069,23.0000,2020-07-14,23.0000,MD,2020-06-21
SEIRD_no_detection_rw,-1.5069,222.5000,2020-07-14,23.0000,NY,2020-06-21
SEIRD_no_detection_rw,-1.5069,43.0000,2020-07-14,23.0000,TN,2020-06-21
SEIRD_no_detection_rw,-1.5069,90.0000,2020-07-14,23.0000,LA,2020-06-21
SEIRD_no_detection_rw,-1.5069,220.0000,2020-07-14,23.0000,WA,2020-06-21
SEIRD_no_detection_rw,-1.5069,21.0000,2020-07-14,23.0000,NM,2020-06-21
SEIRD_no_detection_rw,-1.5069,144.0000,2020-07-14,23.0000,CO,2020-06-21
SEIRD_no_detection_rw,-1.5069,171.0000,2020-07-14,23.0000,AL,2020-06-21
SEIRD_no_detection_rw,-1.4770,4928.0000,2020-07-15,24.0000,FL,2020-06-21
SEIRD_no_detection_rw,-1.4770,1778.5000,2020-07-15,24.0000,TX,2020-06-21
SEIRD_no_detection_rw,-1.4770,148.5000,2020-07-15,24.0000,MN,2020-06-21
SEIRD_no_detection_rw,-1.4770,298.5000,2020-07-15,24.0000,NJ,2020-06-21
SEIRD_no_detection_rw,-1.4770,26.5000,2020-07-15,24.0000,RI,2020-06-21
SEIRD_no_detection_rw,-1.4770,12.0000,2020-07-15,24.0000,MT,2020-06-21
SEIRD_no_detection_rw,-1.4770,19.0000,2020-07-15,24.0000,WV,2020-06-21
SEIRD_no_detection_rw,-1.4770,24.0000,2020-07-15,24.0000,DE,2020-06-21
SEIRD_no_detection_rw,-1.4770,2.0000,2020-07-15,24.0000,NE,2020-06-21
SEIRD_no_detection_rw,-1.4770,810.0000,2020-07-15,24.0000,GA,2020-06-21
SEIRD_no_detection_rw,-1.4770,10.0000,2020-07-15,24.0000,SD,2020-06-21
SEIRD_no_detection_rw,-1.4770,80.0000,2020-07-15,24.0000,PA,2020-06-21
SEIRD_no_detection_rw,-1.4770,164.0000,2020-07-15,24.0000,WI,2020-06-21
SEIRD_no_detection_rw,-1.4770,291.0000,2020-07-15,24.0000,MS,2020-06-21
SEIRD_no_detection_rw,-1.4770,11.0000,2020-07-15,24.0000,CT,2020-06-21
SEIRD_no_detection_rw,-1.4770,9.0000,2020-07-15,24.0000,WY,2020-06-21
SEIRD_no_detection_rw,-1.4770,73.0000,2020-07-15,24.0000,UT,2020-06-21
SEIRD_no_detection_rw,-1.4770,1411.0000,2020-07-15,24.0000,CA,2020-06-21
SEIRD_no_detection_rw,-1.4770,130.0000,2020-07-15,24.0000,MA,2020-06-21
SEIRD_no_detection_rw,-1.4770,8.0000,2020-07-15,24.0000,NH,2020-06-21
SEIRD_no_detection_rw,-1.4770,74.0000,2020-07-15,24.0000,OR,2020-06-21
SEIRD_no_detection_rw,-1.4770,737.5000,2020-07-15,24.0000,SC,2020-06-21
SEIRD_no_detection_rw,-1.4770,21.0000,2020-07-15,24.0000,KS,2020-06-21
SEIRD_no_detection_rw,-1.4770,618.5000,2020-07-15,24.0000,OH,2020-06-21
SEIRD_no_detection_rw,-1.4770,80.0000,2020-07-15,24.0000,VA,2020-06-21
SEIRD_no_detection_rw,-1.4770,149.5000,2020-07-15,24.0000,AR,2020-06-21
SEIRD_no_detection_rw,-1.4770,13.0000,2020-07-15,24.0000,KY,2020-06-21
SEIRD_no_detection_rw,-1.4770,4.0000,2020-07-15,24.0000,ME,2020-06-21
SEIRD_no_detection_rw,-1.4770,267.0000,2020-07-15,24.0000,MI,2020-06-21
SEIRD_no_detection_rw,-1.4770,0.0000,2020-07-15,24.0000,AK,2020-06-21
SEIRD_no_detection_rw,-1.4770,18.0000,2020-07-15,24.0000,IL,2020-06-21
SEIRD_no_detection_rw,-1.4770,191.0000,2020-07-15,24.0000,IN,2020-06-21
SEIRD_no_detection_rw,-1.4770,460.0000,2020-07-15,24.0000,MO,2020-06-21
SEIRD_no_detection_rw,-1.4770,541.0000,2020-07-15,24.0000,NC,2020-06-21
SEIRD_no_detection_rw,-1.4770,3.0000,2020-07-15,24.0000,DC,2020-06-21
SEIRD_no_detection_rw,-1.4770,5.0000,2020-07-15,24.0000,ND,2020-06-21
SEIRD_no_detection_rw,-1.4770,4.0000,2020-07-15,24.0000,VT,2020-06-21
SEIRD_no_detection_rw,-1.4770,18.0000,2020-07-15,24.0000,ID,2020-06-21
SEIRD_no_detection_rw,-1.4770,515.5000,2020-07-15,24.0000,OK,2020-06-21
SEIRD_no_detection_rw,-1.4770,4178.5000,2020-07-15,24.0000,AZ,2020-06-21
SEIRD_no_detection_rw,-1.4770,105.0000,2020-07-15,24.0000,IA,2020-06-21
SEIRD_no_detection_rw,-1.4770,208.0000,2020-07-15,24.0000,NV,2020-06-21
SEIRD_no_detection_rw,-1.4770,9.0000,2020-07-15,24.0000,HI,2020-06-21
SEIRD_no_detection_rw,-1.4770,24.0000,2020-07-15,24.0000,MD,2020-06-21
SEIRD_no_detection_rw,-1.4770,245.5000,2020-07-15,24.0000,NY,2020-06-21
SEIRD_no_detection_rw,-1.4770,51.0000,2020-07-15,24.0000,TN,2020-06-21
SEIRD_no_detection_rw,-1.4770,94.0000,2020-07-15,24.0000,LA,2020-06-21
SEIRD_no_detection_rw,-1.4770,224.5000,2020-07-15,24.0000,WA,2020-06-21
SEIRD_no_detection_rw,-1.4770,18.0000,2020-07-15,24.0000,NM,2020-06-21
SEIRD_no_detection_rw,-1.4770,150.0000,2020-07-15,24.0000,CO,2020-06-21
SEIRD_no_detection_rw,-1.4770,154.0000,2020-07-15,24.0000,AL,2020-06-21
SEIRD_no_detection_rw,-1.5150,5466.0000,2020-07-16,25.0000,FL,2020-06-21
SEIRD_no_detection_rw,-1.5150,1917.5000,2020-07-16,25.0000,TX,2020-06-21
SEIRD_no_detection_rw,-1.5150,154.0000,2020-07-16,25.0000,MN,2020-06-21
SEIRD_no_detection_rw,-1.5150,320.0000,2020-07-16,25.0000,NJ,2020-06-21
SEIRD_no_detection_rw,-1.5150,27.0000,2020-07-16,25.0000,RI,2020-06-21
SEIRD_no_detection_rw,-1.5150,14.0000,2020-07-16,25.0000,MT,2020-06-21
SEIRD_no_detection_rw,-1.5150,20.0000,2020-07-16,25.0000,WV,2020-06-21
SEIRD_no_detection_rw,-1.5150,21.0000,2020-07-16,25.0000,DE,2020-06-21
SEIRD_no_detection_rw,-1.5150,5.0000,2020-07-16,25.0000,NE,2020-06-21
SEIRD_no_detection_rw,-1.5150,869.0000,2020-07-16,25.0000,GA,2020-06-21
SEIRD_no_detection_rw,-1.5150,14.0000,2020-07-16,25.0000,SD,2020-06-21
SEIRD_no_detection_rw,-1.5150,69.5000,2020-07-16,25.0000,PA,2020-06-21
SEIRD_no_detection_rw,-1.5150,175.0000,2020-07-16,25.0000,WI,2020-06-21
SEIRD_no_detection_rw,-1.5150,309.0000,2020-07-16,25.0000,MS,2020-06-21
SEIRD_no_detection_rw,-1.5150,4.0000,2020-07-16,25.0000,CT,2020-06-21
SEIRD_no_detection_rw,-1.5150,7.0000,2020-07-16,25.0000,WY,2020-06-21
SEIRD_no_detection_rw,-1.5150,81.5000,2020-07-16,25.0000,UT,2020-06-21
SEIRD_no_detection_rw,-1.5150,1516.5000,2020-07-16,25.0000,CA,2020-06-21
SEIRD_no_detection_rw,-1.5150,135.0000,2020-07-16,25.0000,MA,2020-06-21
SEIRD_no_detection_rw,-1.5150,8.0000,2020-07-16,25.0000,NH,2020-06-21
SEIRD_no_detection_rw,-1.5150,80.0000,2020-07-16,25.0000,OR,2020-06-21
SEIRD_no_detection_rw,-1.5150,773.5000,2020-07-16,25.0000,SC,2020-06-21
SEIRD_no_detection_rw,-1.5150,23.0000,2020-07-16,25.0000,KS,2020-06-21
SEIRD_no_detection_rw,-1.5150,650.0000,2020-07-16,25.0000,OH,2020-06-21
SEIRD_no_detection_rw,-1.5150,80.5000,2020-07-16,25.0000,VA,2020-06-21
SEIRD_no_detection_rw,-1.5150,157.0000,2020-07-16,25.0000,AR,2020-06-21
SEIRD_no_detection_rw,-1.5150,14.0000,2020-07-16,25.0000,KY,2020-06-21
SEIRD_no_detection_rw,-1.5150,4.0000,2020-07-16,25.0000,ME,2020-06-21
SEIRD_no_detection_rw,-1.5150,282.0000,2020-07-16,25.0000,MI,2020-06-21
SEIRD_no_detection_rw,-1.5150,0.0000,2020-07-16,25.0000,AK,2020-06-21
SEIRD_no_detection_rw,-1.5150,10.5000,2020-07-16,25.0000,IL,2020-06-21
SEIRD_no_detection_rw,-1.5150,198.0000,2020-07-16,25.0000,IN,2020-06-21
SEIRD_no_detection_rw,-1.5150,503.0000,2020-07-16,25.0000,MO,2020-06-21
SEIRD_no_detection_rw,-1.5150,581.5000,2020-07-16,25.0000,NC,2020-06-21
SEIRD_no_detection_rw,-1.5150,5.0000,2020-07-16,25.0000,DC,2020-06-21
SEIRD_no_detection_rw,-1.5150,5.0000,2020-07-16,25.0000,ND,2020-06-21
SEIRD_no_detection_rw,-1.5150,4.0000,2020-07-16,25.0000,VT,2020-06-21
SEIRD_no_detection_rw,-1.5150,17.0000,2020-07-16,25.0000,ID,2020-06-21
SEIRD_no_detection_rw,-1.5150,587.0000,2020-07-16,25.0000,OK,2020-06-21
SEIRD_no_detection_rw,-1.5150,4599.5000,2020-07-16,25.0000,AZ,2020-06-21
SEIRD_no_detection_rw,-1.5150,109.5000,2020-07-16,25.0000,IA,2020-06-21
SEIRD_no_detection_rw,-1.5150,227.0000,2020-07-16,25.0000,NV,2020-06-21
SEIRD_no_detection_rw,-1.5150,10.5000,2020-07-16,25.0000,HI,2020-06-21
SEIRD_no_detection_rw,-1.5150,26.0000,2020-07-16,25.0000,MD,2020-06-21
SEIRD_no_detection_rw,-1.5150,269.0000,2020-07-16,25.0000,NY,2020-06-21
SEIRD_no_detection_rw,-1.5150,55.5000,2020-07-16,25.0000,TN,2020-06-21
SEIRD_no_detection_rw,-1.5150,92.5000,2020-07-16,25.0000,LA,2020-06-21
SEIRD_no_detection_rw,-1.5150,244.0000,2020-07-16,25.0000,WA,2020-06-21
SEIRD_no_detection_rw,-1.5150,17.0000,2020-07-16,25.0000,NM,2020-06-21
SEIRD_no_detection_rw,-1.5150,160.0000,2020-07-16,25.0000,CO,2020-06-21
SEIRD_no_detection_rw,-1.5150,168.0000,2020-07-16,25.0000,AL,2020-06-21
SEIRD_no_detection_rw,-1.6098,6078.0000,2020-07-17,26.0000,FL,2020-06-21
SEIRD_no_detection_rw,-1.6098,2066.0000,2020-07-17,26.0000,TX,2020-06-21
SEIRD_no_detection_rw,-1.6098,157.5000,2020-07-17,26.0000,MN,2020-06-21
SEIRD_no_detection_rw,-1.6098,325.5000,2020-07-17,26.0000,NJ,2020-06-21
SEIRD_no_detection_rw,-1.6098,27.0000,2020-07-17,26.0000,RI,2020-06-21
SEIRD_no_detection_rw,-1.6098,15.0000,2020-07-17,26.0000,MT,2020-06-21
SEIRD_no_detection_rw,-1.6098,21.0000,2020-07-17,26.0000,WV,2020-06-21
SEIRD_no_detection_rw,-1.6098,18.0000,2020-07-17,26.0000,DE,2020-06-21
SEIRD_no_detection_rw,-1.6098,5.0000,2020-07-17,26.0000,NE,2020-06-21
SEIRD_no_detection_rw,-1.6098,916.5000,2020-07-17,26.0000,GA,2020-06-21
SEIRD_no_detection_rw,-1.6098,14.0000,2020-07-17,26.0000,SD,2020-06-21
SEIRD_no_detection_rw,-1.6098,68.0000,2020-07-17,26.0000,PA,2020-06-21
SEIRD_no_detection_rw,-1.6098,186.0000,2020-07-17,26.0000,WI,2020-06-21
SEIRD_no_detection_rw,-1.6098,331.5000,2020-07-17,26.0000,MS,2020-06-21
SEIRD_no_detection_rw,-1.6098,0.0000,2020-07-17,26.0000,CT,2020-06-21
SEIRD_no_detection_rw,-1.6098,8.0000,2020-07-17,26.0000,WY,2020-06-21
SEIRD_no_detection_rw,-1.6098,91.0000,2020-07-17,26.0000,UT,2020-06-21
SEIRD_no_detection_rw,-1.6098,1636.0000,2020-07-17,26.0000,CA,2020-06-21
SEIRD_no_detection_rw,-1.6098,150.0000,2020-07-17,26.0000,MA,2020-06-21
SEIRD_no_detection_rw,-1.6098,7.0000,2020-07-17,26.0000,NH,2020-06-21
SEIRD_no_detection_rw,-1.6098,85.0000,2020-07-17,26.0000,OR,2020-06-21
SEIRD_no_detection_rw,-1.6098,866.0000,2020-07-17,26.0000,SC,2020-06-21
SEIRD_no_detection_rw,-1.6098,27.0000,2020-07-17,26.0000,KS,2020-06-21
SEIRD_no_detection_rw,-1.6098,711.5000,2020-07-17,26.0000,OH,2020-06-21
SEIRD_no_detection_rw,-1.6098,75.0000,2020-07-17,26.0000,VA,2020-06-21
SEIRD_no_detection_rw,-1.6098,158.5000,2020-07-17,26.0000,AR,2020-06-21
SEIRD_no_detection_rw,-1.6098,19.0000,2020-07-17,26.0000,KY,2020-06-21
SEIRD_no_detection_rw,-1.6098,4.0000,2020-07-17,26.0000,ME,2020-06-21
SEIRD_no_detection_rw,-1.6098,306.5000,2020-07-17,26.0000,MI,2020-06-21
SEIRD_no_detection_rw,-1.6098,0.0000,2020-07-17,26.0000,AK,2020-06-21
SEIRD_no_detection_rw,-1.6098,17.0000,2020-07-17,26.0000,IL,2020-06-21
SEIRD_no_detection_rw,-1.6098,208.5000,2020-07-17,26.0000,IN,2020-06-21
SEIRD_no_detection_rw,-1.6098,546.5000,2020-07-17,26.0000,MO,2020-06-21
SEIRD_no_detection_rw,-1.6098,628.5000,2020-07-17,26.0000,NC,2020-06-21
SEIRD_no_detection_rw,-1.6098,7.0000,2020-07-17,26.0000,DC,2020-06-21
SEIRD_no_detection_rw,-1.6098,4.0000,2020-07-17,26.0000,ND,2020-06-21
SEIRD_no_detection_rw,-1.6098,5.0000,2020-07-17,26.0000,VT,2020-06-21
SEIRD_no_detection_rw,-1.6098,17.0000,2020-07-17,26.0000,ID,2020-06-21
SEIRD_no_detection_rw,-1.6098,673.0000,2020-07-17,26.0000,OK,2020-06-21
SEIRD_no_detection_rw,-1.6098,5132.0000,2020-07-17,26.0000,AZ,2020-06-21
SEIRD_no_detection_rw,-1.6098,117.5000,2020-07-17,26.0000,IA,2020-06-21
SEIRD_no_detection_rw,-1.6098,249.0000,2020-07-17,26.0000,NV,2020-06-21
SEIRD_no_detection_rw,-1.6098,12.0000,2020-07-17,26.0000,HI,2020-06-21
SEIRD_no_detection_rw,-1.6098,22.0000,2020-07-17,26.0000,MD,2020-06-21
SEIRD_no_detection_rw,-1.6098,286.0000,2020-07-17,26.0000,NY,2020-06-21
SEIRD_no_detection_rw,-1.6098,65.5000,2020-07-17,26.0000,TN,2020-06-21
SEIRD_no_detection_rw,-1.6098,91.0000,2020-07-17,26.0000,LA,2020-06-21
SEIRD_no_detection_rw,-1.6098,264.0000,2020-07-17,26.0000,WA,2020-06-21
SEIRD_no_detection_rw,-1.6098,18.0000,2020-07-17,26.0000,NM,2020-06-21
SEIRD_no_detection_rw,-1.6098,165.0000,2020-07-17,26.0000,CO,2020-06-21
SEIRD_no_detection_rw,-1.6098,161.0000,2020-07-17,26.0000,AL,2020-06-21
SEIRD_no_detection_rw,-1.6242,6783.0000,2020-07-18,27.0000,FL,2020-06-21
SEIRD_no_detection_rw,-1.6242,2308.0000,2020-07-18,27.0000,TX,2020-06-21
SEIRD_no_detection_rw,-1.6242,166.0000,2020-07-18,27.0000,MN,2020-06-21
SEIRD_no_detection_rw,-1.6242,330.5000,2020-07-18,27.0000,NJ,2020-06-21
SEIRD_no_detection_rw,-1.6242,26.0000,2020-07-18,27.0000,RI,2020-06-21
SEIRD_no_detection_rw,-1.6242,19.0000,2020-07-18,27.0000,MT,2020-06-21
SEIRD_no_detection_rw,-1.6242,22.5000,2020-07-18,27.0000,WV,2020-06-21
SEIRD_no_detection_rw,-1.6242,17.0000,2020-07-18,27.0000,DE,2020-06-21
SEIRD_no_detection_rw,-1.6242,4.0000,2020-07-18,27.0000,NE,2020-06-21
SEIRD_no_detection_rw,-1.6242,957.5000,2020-07-18,27.0000,GA,2020-06-21
SEIRD_no_detection_rw,-1.6242,13.0000,2020-07-18,27.0000,SD,2020-06-21
SEIRD_no_detection_rw,-1.6242,75.0000,2020-07-18,27.0000,PA,2020-06-21
SEIRD_no_detection_rw,-1.6242,192.0000,2020-07-18,27.0000,WI,2020-06-21
SEIRD_no_detection_rw,-1.6242,345.0000,2020-07-18,27.0000,MS,2020-06-21
SEIRD_no_detection_rw,-1.6242,1.0000,2020-07-18,27.0000,CT,2020-06-21
SEIRD_no_detection_rw,-1.6242,9.0000,2020-07-18,27.0000,WY,2020-06-21
SEIRD_no_detection_rw,-1.6242,94.0000,2020-07-18,27.0000,UT,2020-06-21
SEIRD_no_detection_rw,-1.6242,1761.0000,2020-07-18,27.0000,CA,2020-06-21
SEIRD_no_detection_rw,-1.6242,160.0000,2020-07-18,27.0000,MA,2020-06-21
SEIRD_no_detection_rw,-1.6242,6.5000,2020-07-18,27.0000,NH,2020-06-21
SEIRD_no_detection_rw,-1.6242,90.0000,2020-07-18,27.0000,OR,2020-06-21
SEIRD_no_detection_rw,-1.6242,929.5000,2020-07-18,27.0000,SC,2020-06-21
SEIRD_no_detection_rw,-1.6242,29.0000,2020-07-18,27.0000,KS,2020-06-21
SEIRD_no_detection_rw,-1.6242,755.5000,2020-07-18,27.0000,OH,2020-06-21
SEIRD_no_detection_rw,-1.6242,74.0000,2020-07-18,27.0000,VA,2020-06-21
SEIRD_no_detection_rw,-1.6242,169.0000,2020-07-18,27.0000,AR,2020-06-21
SEIRD_no_detection_rw,-1.6242,23.0000,2020-07-18,27.0000,KY,2020-06-21
SEIRD_no_detection_rw,-1.6242,2.0000,2020-07-18,27.0000,ME,2020-06-21
SEIRD_no_detection_rw,-1.6242,333.5000,2020-07-18,27.0000,MI,2020-06-21
SEIRD_no_detection_rw,-1.6242,1.0000,2020-07-18,27.0000,AK,2020-06-21
SEIRD_no_detection_rw,-1.6242,14.0000,2020-07-18,27.0000,IL,2020-06-21
SEIRD_no_detection_rw,-1.6242,208.5000,2020-07-18,27.0000,IN,2020-06-21
SEIRD_no_detection_rw,-1.6242,585.0000,2020-07-18,27.0000,MO,2020-06-21
SEIRD_no_detection_rw,-1.6242,662.5000,2020-07-18,27.0000,NC,2020-06-21
SEIRD_no_detection_rw,-1.6242,8.0000,2020-07-18,27.0000,DC,2020-06-21
SEIRD_no_detection_rw,-1.6242,5.0000,2020-07-18,27.0000,ND,2020-06-21
SEIRD_no_detection_rw,-1.6242,5.0000,2020-07-18,27.0000,VT,2020-06-21
SEIRD_no_detection_rw,-1.6242,20.0000,2020-07-18,27.0000,ID,2020-06-21
SEIRD_no_detection_rw,-1.6242,743.0000,2020-07-18,27.0000,OK,2020-06-21
SEIRD_no_detection_rw,-1.6242,5505.5000,2020-07-18,27.0000,AZ,2020-06-21
SEIRD_no_detection_rw,-1.6242,126.0000,2020-07-18,27.0000,IA,2020-06-21
SEIRD_no_detection_rw,-1.6242,267.5000,2020-07-18,27.0000,NV,2020-06-21
SEIRD_no_detection_rw,-1.6242,12.0000,2020-07-18,27.0000,HI,2020-06-21
SEIRD_no_detection_rw,-1.6242,21.0000,2020-07-18,27.0000,MD,2020-06-21
SEIRD_no_detection_rw,-1.6242,313.0000,2020-07-18,27.0000,NY,2020-06-21
SEIRD_no_detection_rw,-1.6242,81.5000,2020-07-18,27.0000,TN,2020-06-21
SEIRD_no_detection_rw,-1.6242,114.5000,2020-07-18,27.0000,LA,2020-06-21
SEIRD_no_detection_rw,-1.6242,282.0000,2020-07-18,27.0000,WA,2020-06-21
SEIRD_no_detection_rw,-1.6242,17.0000,2020-07-18,27.0000,NM,2020-06-21
